subsystem,code,is_axis_error,is_arm_error,short_message,short_message_en,user_hint,user_hint_en,operation,operation_en,detail,method,param1,param2,param3,param4,solution,for_expert,for_novice,related_log,stop_report,level,tech_solution,explanation,category
1,0X453B,FALSE,FALSE,通信工作站异常,Communication workstation error,视频编解码器异常,Video codec fault,请点击“解除”恢复,Click REMOVE to restore,视频编解码器异常,远程通信工作站传输的内窥镜视野图像异常,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,视频编解码器异常,安全保护
8,0X453B,FALSE,FALSE,通信工作站异常,Communication workstation error,视频编解码器异常,Video codec fault,请点击“解除”恢复,Click REMOVE to restore,视频编解码器异常,远程通信工作站传输的内窥镜视野图像异常,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,视频编解码器异常,安全保护
1,0X454D,FALSE,FALSE,通信工作站软件版本不兼容,The TSA software version is incompatible,通信工作站软件版本不兼容,The TSA software version is incompatible,,,通信工作站软件版本不兼容,通信工作站软件版本不兼容,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,通信工作站软件版本不兼容,操作提示
8,0X454D,FALSE,FALSE,通信工作站软件版本不兼容,The TSA software version is incompatible,通信工作站软件版本不兼容,The TSA software version is incompatible,,,通信工作站软件版本不兼容,通信工作站软件版本不兼容,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,通信工作站软件版本不兼容,操作提示
1,0X455A,FALSE,FALSE,数据异常,Data exception,数据异常,Data exception,请点击“解除”恢复,Click REMOVE to restore,远程控制下，远程端接收的本地端工具臂臂号数据异常,远程控制下，远程端接收的本地端工具臂臂号数据异常,EAP中内窥镜臂号,EAP中保持臂臂号,EAP中左手控制臂臂号,EAP中右手控制臂臂号,recoverable,TRUE,TRUE,FALSE,,高级,,远程控制下，远程端接收的本地端工具臂臂号数据异常报警时，EAP中内窥镜臂为{0:12}，EAP中保持臂为{1:12}，EAP中左手控制臂为{2:12}，EAP中右手控制臂为{3:12},安全保护
8,0X500D,FALSE,FALSE,指令异常,False control data,指令异常,False control data,,,5g模式，本地至远端或远端至本地的指令卡顿,/,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,5g模式，本地至远端或远端至本地的指令卡顿,操作提示
1,0X533D,FALSE,TRUE,通信异常,Abnormal communication,通信异常,Abnormal communication,,,EtherCAT CRC通信异常,监测EtherCAT中CRC值是否持续累加,CRC值,0,0,0,tip,TRUE,TRUE,FALSE,,无,,EtherCAT CRC通信异常，CRC值为{0:0},操作提示
8,0X533D,FALSE,TRUE,通信异常,Abnormal communication,通信异常,Abnormal communication,,,EtherCAT CRC通信异常,监测EtherCAT中CRC值是否持续累加,CRC值,0,0,0,tip,TRUE,TRUE,FALSE,,无,,EtherCAT CRC通信异常，CRC值为{0:0},操作提示
8,0X606D,FALSE,FALSE,主手收回失败,Master arm is failed to be stowed,主手收回失败,Master arm is failed to be stowed,,,主手收回失败,检测主手回收是否异常,主手回收完成标志位,主手回收成功标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,主手收回失败，回收过程{0:2}完成，主手回收{1:2}成功,操作提示
1,0X606D,FALSE,FALSE,主手收回失败,Master arm is failed to be stowed,主手收回异常,Master arm is failed to be stowed,,,主手收回失败,检测主手回收是否异常,主手回收完成标志位,主手回收成功标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,主手收回失败，回收过程{0:2}完成，主手回收{1:2}成功,操作提示
1,0X607D,FALSE,FALSE,一键展开失败,Deploy failed,一键展开失败,Deploy failed,,,手术台车一键展开操作失败,十秒内操作臂没有展开到目标位置，则展开失败,展开完成标志位,展开成功标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,手术台车一键展开操作失败，展开{0:2}完成，展开{1:2}成功,操作提示
1,0X608D,FALSE,FALSE,一键收起失败,Stow failed,一键收起失败,Stow failed,,,手术台车一键收起操作失败,十秒内操作臂没有收起到目标位置，则收起失败,收起完成标志位,收起成功标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,手术台车一键收起操作失败，收起{0:2}完成，收起{0:2}成功,操作提示
5,0X610A,TRUE,FALSE,通讯异常,Network fault,通讯异常,Network fault,请点击“解除”恢复,Click REMOVE to restore,Ethercat断网故障,Ethercat网络通讯故障,0,0,0,0,recoverable,TRUE,TRUE,,,高级,,Ethercat断网故障,安全保护
A,0X610A,TRUE,FALSE,通讯异常,Network fault,通讯异常,Network fault,请点击“解除”恢复,Click REMOVE to restore,Ethercat断网故障,Ethercat网络通讯故障,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,高级,,Ethercat断网故障,安全保护
5,0X622B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,Nikon编码器报错,根据尼康编码器报错码检测、通讯故障都通过CPLD获取（故障细化）,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,Nikon编码器报错,硬件
A,0X622B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,Nikon编码器报错,根据尼康编码器报错码检测、通讯故障都通过CPLD获取（故障细化）,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,Nikon编码器报错,硬件
A,0X623B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,Nikon编码器通讯故障,连续30个周期，尼康编码器值保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,Nikon编码器通讯故障,硬件
5,0X623B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,Nikon编码器通讯故障,连续30个周期，尼康编码器值保持不变,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,Nikon编码器通讯故障,硬件
5,0X626B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,模拟霍尔传感器断路,读取模拟霍尔传感器的值，2ms内连续低于设定下限1000或连续高于设定上限3000（万利确定）或保持不变,0,0,0,0,recoverable,TRUE,TRUE,,读取模拟霍尔传感器的值，2.5ms内连续高于设定下限1000,中级,,模拟霍尔传感器断路,硬件
A,0X626B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,模拟霍尔传感器断路,读取模拟霍尔传感器的值，2ms内连续低于设定下限1000或连续高于设定上限3000（万利确定）或保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,读取模拟霍尔传感器的值，2.5ms内连续高于设定下限1000,中级,,模拟霍尔传感器断路,硬件
1,0X626D,TRUE,FALSE,硬件需维护,Motor fault,硬件需维护,Hardware fault,请联系售后,Please contact customer service,模拟霍尔传感器断路,监测模拟霍尔传感器的值，2ms内连续低于设定下限1000或连续高于设定上限3000（万利确定）或保持不变,0,0,0,0,tip,,,FALSE,,无,,模拟霍尔传感器断路,操作提示
8,0X626D,TRUE,FALSE,硬件需维护,Motor fault,硬件需维护,Hardware fault,,,模拟霍尔传感器断路,监测模拟霍尔传感器的值，2ms内连续低于设定下限1000或连续高于设定上限3000（万利确定）或保持不变,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,模拟霍尔传感器断路,操作提示
5,0X627B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,非期望运动,1. 抱闸关闭后，1s后，读取抱闸电机电流反馈值，电流高于阈值**，连续超限200ms； 2. 抱闸使能后，1s后，读取抱闸电机电流反馈值，电流低于正常值1/9，连续超限200ms；3.读取抱闸电机电流反馈值，电流超过正常值1.5倍，连续超限2.5ms,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,非期望运动,硬件
A,0X627B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,非期望运动,1. 抱闸关闭后，1s后，读取抱闸电机电流反馈值，电流高于阈值**，连续超限200ms； 2. 抱闸使能后，1s后，读取抱闸电机电流反馈值，电流低于正常值1/9，连续超限200ms；3.读取抱闸电机电流反馈值，电流超过正常值1.5倍，连续超限2.5ms,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,非期望运动,硬件
5,0X640B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片连接故障,无法读出器械相关信息，如RomID,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,加密芯片连接故障,硬件
A,0X640B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片连接故障,无法读出器械相关信息，如RomID,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,加密芯片连接故障,硬件
5,0X641B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片校验错误,器械插好后，识别码与要求值不匹配,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,加密芯片校验错误,硬件
A,0X641B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片校验错误,器械插好后，识别码与要求值不匹配,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,加密芯片校验错误,硬件
5,0X642B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片减一故障,无法对加密芯片进行减一操作,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,加密芯片减一故障,硬件
A,0X642B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片减一故障,无法对加密芯片进行减一操作,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,加密芯片减一故障,硬件
5,0X643B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片使用范围故障,加密芯片有效值超出范围,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,加密芯片使用范围故障,硬件
A,0X643B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,加密芯片使用范围故障,加密芯片有效值超出范围,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,加密芯片使用范围故障,硬件
5,0X651B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板温度模块故障,电路板温度长时间不更新,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电路板温度模块故障,硬件
A,0X651B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板温度模块故障,电路板温度长时间不更新,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电路板温度模块故障,硬件
5,0X652B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板低温故障,电路板温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电路板低温故障,硬件
A,0X652B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板低温故障,电路板温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电路板低温故障,硬件
5,0X653B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板超温故障,电路板温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电路板超温故障,硬件
A,0X653B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电路板超温故障,电路板温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电路板超温故障,硬件
5,0X660B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1输出电流过流,输出电流超过容忍值额定力矩1.6倍，且超时时间（秒）*额定力矩倍数 > 8,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机1输出电流过流,硬件
A,0X660B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1输出电流过流,输出电流超过容忍值额定力矩1.6倍，且超时时间（秒）*额定力矩倍数 > 8,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机1输出电流过流,硬件
5,0X662B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1低温故障,电机温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机1低温故障,硬件
A,0X662B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1低温故障,电机温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机1低温故障,硬件
5,0X663B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1超温故障,电机端温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机1超温故障,硬件
A,0X663B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1超温故障,电机端温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机1超温故障,硬件
8,0X090E,TRUE,TRUE,静力检测接近阈值,Motor fault,静力检测接近阈值,,静力检测接近阈值,,静力检测接近阈值,静力监测接近阈值,0,实际位置,检测初始化位置,0,Log,TRUE,TRUE,FALSE,,无,,静力检测接近阈值，实际位置为{1:0}，检测初始化位置为{2:0},操作提示
8,0X665A,FALSE,FALSE,数据异常,Data exception,数据异常,Data exception,请点击“解除”恢复,Click REMOVE to restore,远程控制下，远程端接收的本地端主控制臂数据异常,远程控制下，远程端接收的本地端主控制臂数据异常,臂号,关节号,异常位置值,异常速度值,recoverable,TRUE,TRUE,FALSE,,高级,,远程控制下，远程端接收的本地端{0:11}{1:18}的异常数据时报警，异常位置值为{2:0}，异常速度值为{3:0},安全保护
5,0X665B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1电流回采异常,双电流采样差距太大，大于20%,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机1电流回采异常,硬件
A,0X665B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1电流回采异常,双电流采样差距太大，大于20%,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机1电流回采异常,硬件
5,0X666B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1断路,PWM占空比70%以上时， 电流为0附近（额定电流5%以内），连续5ms。电流为0和电机跑飞时的电流值得中间值,0,0,0,0,recoverable,TRUE,TRUE,,电机电流值在正常范围内，且连续25ms，则清除故障,中级,,电机1断路,硬件
A,0X666B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1断路,PWM占空比70%以上时， 电流为0附近（额定电流5%以内），连续5ms。电流为0和电机跑飞时的电流值得中间值,0,0,0,0,recoverable,TRUE,TRUE,FALSE,电机电流值在正常范围内，且连续25ms，则清除故障,中级,,电机1断路,硬件
5,0X66AB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1 IIT过载,电机的IIT超过最大值800*800*7s，物理意义 /1.6倍额定力矩,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机1 IIT过载,硬件
A,0X66AB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1 IIT过载,电机的IIT超过最大值800*800*7s，物理意义 /1.6倍额定力矩,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机1 IIT过载,硬件
5,0X66CB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1短路,低侧采样电阻过流阈值大于3倍额定电流或者第二路电流采样结果大于2.5倍额定力矩时，持续时间大于200ms，则认为短路。器械驱动器只考虑第二路电流采样（根据预驱动芯片故障信号判断）,0,0,0,0,recoverable,TRUE,TRUE,,两路ADC采样检测当前电机母线电流值在正常范围内，且连续1.2s，则清除故障（器械只有1路ADC检测）,中级,,电机1短路,硬件
A,0X66CB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机1短路,低侧采样电阻过流阈值大于3倍额定电流或者第二路电流采样结果大于2.5倍额定力矩时，持续时间大于200ms，则认为短路。器械驱动器只考虑第二路电流采样（根据预驱动芯片故障信号判断）,0,0,0,0,recoverable,TRUE,TRUE,FALSE,两路ADC采样检测当前电机母线电流值在正常范围内，且连续1.2s，则清除故障（器械只有1路ADC检测）,中级,,电机1短路,硬件
5,0X680B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2输出电流过流,输出电流超过容忍值额定力矩1.6倍，且超时时间（秒）*额定力矩倍数 > 8,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机2输出电流过流,硬件
A,0X680B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2输出电流过流,输出电流超过容忍值额定力矩1.6倍，且超时时间（秒）*额定力矩倍数 > 8,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机2输出电流过流,硬件
5,0X682B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2低温故障,电机温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机2低温故障,硬件
A,0X682B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2低温故障,电机温度低于-10度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机2低温故障,硬件
5,0X683B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2超温故障,电机端温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机2超温故障,硬件
A,0X683B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2超温故障,电机端温度超过70度,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机2超温故障,硬件
5,0X685B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2电流回采异常,双电流采样差距太大，大于20%,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机2电流回采异常,硬件
A,0X685B,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2电流回采异常,双电流采样差距太大，大于20%,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机2电流回采异常,硬件
5,0X686B,TRUE,FALSE,电机异常,Motor fault,电机输出异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2断路,PWM占空比70%以上时， 电流为0附近（额定电流5%以内），连续5ms。电流为0和电机跑飞时的电流值得中间值,0,0,0,0,recoverable,TRUE,TRUE,,电机电流值在正常范围内，且连续25ms，则清除故障,中级,,电机2断路,硬件
A,0X686B,TRUE,FALSE,电机异常,Motor fault,电机输出异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2断路,PWM占空比70%以上时， 电流为0附近（额定电流5%以内），连续5ms。电流为0和电机跑飞时的电流值得中间值,0,0,0,0,recoverable,TRUE,TRUE,FALSE,电机电流值在正常范围内，且连续25ms，则清除故障,中级,,电机2断路,硬件
5,0X68AB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2 IIT过载,电机的IIT超过最大值800*800*7s，物理意义 /1.6倍额定力矩,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,电机2 IIT过载,硬件
A,0X68AB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2 IIT过载,电机的IIT超过最大值800*800*7s，物理意义 /1.6倍额定力矩,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,电机2 IIT过载,硬件
5,0X68CB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2短路,低侧采样电阻过流阈值大于3倍额定电流或者第二路电流采样结果大于2.5倍额定力矩时，持续时间大于200ms，则认为短路。器械驱动器只考虑第二路电流采样,0,0,0,0,recoverable,TRUE,TRUE,,两路ADC采样检测当前电机母线电流值在正常范围内，且连续1.2s，则清除故障（器械只有1路ADC检测）,中级,,电机2短路,硬件
A,0X68CB,TRUE,FALSE,电机异常,Motor fault,电机异常,Motor fault,请点击“解除”恢复,Click REMOVE to restore,电机2短路,低侧采样电阻过流阈值大于3倍额定电流或者第二路电流采样结果大于2.5倍额定力矩时，持续时间大于200ms，则认为短路。器械驱动器只考虑第二路电流采样,0,0,0,0,recoverable,TRUE,TRUE,FALSE,两路ADC采样检测当前电机母线电流值在正常范围内，且连续1.2s，则清除故障（器械只有1路ADC检测）,中级,,电机2短路,硬件
5,0X6A0B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器通讯故障,硬件
A,0X6A0B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器通讯故障,硬件
5,0X6A4B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器4通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器4通讯故障,硬件
A,0X6A4B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器4通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器4通讯故障,硬件
5,0X6A5B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器5通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器5通讯故障,硬件
A,0X6A5B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器5通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器5通讯故障,硬件
5,0X6A6B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器6通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器6通讯故障,硬件
A,0X6A6B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器6通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器6通讯故障,硬件
5,0X6A7B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器7通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器7通讯故障,硬件
A,0X6A7B,TRUE,FALSE,电机异常,Motor fault,硬件异常,Hardware fault,请点击“解除”恢复,Click REMOVE to restore,磁编码器7通讯故障,连续1000个周期完全保持不变,0,0,0,0,recoverable,TRUE,TRUE,FALSE,连续检测回读码盘值有正常的数值跳动，则清除故障,中级,,磁编码器7通讯故障,硬件
5,0X6B0B,TRUE,FALSE,电机异常,Motor fault,指令异常,False control data,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,接到的力矩指令不在指令范围内,硬件
A,0X6B0B,TRUE,FALSE,电机异常,Motor fault,指令异常,False control data,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,接到的力矩指令不在指令范围内,硬件
5,0X6B1B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,接到的力矩指令不在指令范围内,硬件
A,0X6B1B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,接到的力矩指令不在指令范围内,硬件
5,0X6B2B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,接到的力矩指令不在指令范围内,硬件
A,0X6B2B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,接到的力矩指令不在指令范围内,硬件
5,0X6B4B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,接到的力矩指令不在指令范围内,硬件
A,0X6B4B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,接到的力矩指令不在指令范围内,硬件
5,0X6B5B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,,,中级,,接到的力矩指令不在指令范围内,硬件
A,0X6B5B,TRUE,FALSE,指令异常,Motor fault,指令异常,False Software Command,请点击“解除”恢复,Click REMOVE to restore,接到的力矩指令不在指令范围内,判断力矩是否在±1000，电机去使能,0,0,0,0,recoverable,TRUE,TRUE,FALSE,,中级,,接到的力矩指令不在指令范围内,硬件
